,country,description,designation,points,price,province,region_1,region_2,variety,winery
1127,US,"Quince, lemon peel and honeydew make for compatible bedfellows in this no-oak white, which is light and inviting on the palate, with more underlying herbal flourishes than it first lets on. Dry and daring, it'll pair well with all manner of fresh seafood.",Redwood Ranch,90,25.0,California,Alexander Valley,Sonoma,Sauvignon Blanc,Ousterhout
1128,US,"This is a nice, full-bodied red with 3% Petit Verdot. Licorice, lavender and peppery leather gather around soft, pliable tannins and meaty blackberry fruit, finding length and breadth along the way.",,90,40.0,California,Napa Valley,Napa,Syrah,Peju
1129,US,"Tonella has 16% Merlot within, from the estate vineyard around the winery. Cedar, currant and dried herb greet the nose and palate before allowing chalky, dusty tannin to season layers of chocolate and black cherry, staying structured and bright from start to finish.",Tonella Vineyard,90,90.0,California,Rutherford,Napa,Cabernet Sauvignon,Sequoia Grove
1130,US,"Dark gold in color, this wine was whole-cluster pressed and fermented for a lengthy six months, providing for a luxuriousness of stone fruit and melon dripping in honey and caramel. It's ripe and fleshy, with a slight voluptuousness. Aged in 50% new French oak for 17 months.",Buena Tierra Vineyard,90,45.0,California,Russian River Valley,Sonoma,Chardonnay,Sleeping Giant
1131,US,"Dense and textural, this immediately displays a strong minerality, in its mouthfeel and racy freshness. It further amplifies the tart, tight fruit flavors of apple and citrus, grapefruit and pineapple.",,90,19.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Sokol Blosser
1132,US,"Orange blossoms, night jasmine, ripe Pink Lady apples and a touch of bubblegum pop on the nose of this bottling from a coastal canyon vineyard behind Cambria. The palate shows a fine-tuned and textural grip, offering similar floral flavors as well as a botanical streak that shows a touch of pine needle and goes deep into the finish.",Estate,90,25.0,California,San Luis Obispo County,Central Coast,Gewürztraminer,Stolo
1133,,"Delicate white flowers and a spin of lemon peel on the nose start this refined white. The bright fruit on the palate is tropical and exotic, but the minerality gives it lift. Fuller-bodied but poised, the wine has aging potential and a food-friendly character.",Askitikos,90,17.0,,,,Assyrtiko,Tsililis
1134,France,"Very subtle hints of ripe, red apple hover above the glass. They become more apparent and richer on the slightly spiced palate that also shows hints of pepper and saffron. There is concentration on the palate and ample definition and structure provided by clean, brisk freshness.",,90,15.0,Alsace,Alsace,,Pinot Blanc,Jean-Marc Bernhard
1135,France,"Lovely notes of Reineclaude plums play on the nose. The palate is soft but also has echoes of pebble and stone. Fluid and fresh, the wine even shows overtones of white blossom on the palate. It's a lovely, lasting and authentic expression of Alsace.",H Vieilles Vignes,90,45.0,Alsace,Alsace,,Pinot Auxerrois,Josmeyer
1136,France,"A certain faint spiciness hovers over everything, recalling honeysuckle. The textured palate is fresh and equally pepper-spiced. This has freshness and verve, a certain ease and tons of lemony crispness. If you wanted to hold a party to welcome summer, this would be the perfect wine.",Mise du Printemps,90,21.0,Alsace,Alsace,,Pinot Blanc,Josmeyer
1137,US,"This bright and fruity Beaujolais-style wine is as light and refreshing as a young wine can possibly be. It delivers a smile-inducing burst of strawberry and cherry fruit—round, ripe and juicy. You absolutely want to drink this sometime in 2016 while all that youthful energy remains.",Whole Cluster,90,22.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
1138,US,"Winemaker Mike Mooney adds complexity with 16% Cabernet Sauvignon and 8% Merlot on this bottling, which shows blueberries, crushed black rocks and dark chocolate on the nose, but doesn't offer a lot of Cab Francness. The palate does offer some, however, with grippy tannins and dried oregano touches laid across rich black cherry, blueberry, fudge and espresso notes.",Signature Series,90,56.0,California,Paso Robles,Central Coast,Cabernet Franc,Chateau Margene
1139,Slovenia,"This Slovenian Ribolla Gialla has aromas of peach and vanilla, with flavors of freshly baked peach pie, canned apricots and green apple. It is soft on entry, rounded in the mouth and shows good minerality on the finish.",Estate Bottled,90,15.0,Goriska Brda,,,Ribolla Gialla,Colliano
1140,Italy,"Underbrush, pipe tobacco, blue-flower, berry and star anise aromas unfold in the glass. The firm, elegant palate offers dried cherry, clove, mint and orange peel alongside fine-grained tannins. Drink 2018–2025.",dei Togati,90,,Tuscany,Brunello di Montalcino,,Sangiovese,La Togata
1141,Italy,"This wine opens with aromas of baked plum, leather, underbrush, grilled herb and a toasted note. The ripe, chewy palate offers raspberry jam, fleshy black cherry, licorice and a hint of vanilla alongside solid tannins. Drink through 2020.",,90,70.0,Tuscany,Brunello di Montalcino,,Sangiovese,Le Macioche
1142,US,"Baked pears, tangerine oil and wet-cement minerality show on the nose of this rich yet balanced wine from one of the region's premiere sites. The palate shows Gala apples, honeysuckle and blood-orange rinds, blending ripeness with grippy tartness.",Rosella's Vineyard,90,40.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Loring Wine Company
1143,US,"An estate-grown wine in its second vintage, this comes from the cooler-climate hills of the coast. This plush wine is dark brown in color and brimming in stinky earth—a rich, funky and concentrated expression that's herbal, spicy and shy in raspberry fruit.",Mardikian Estate Vineyard,90,85.0,California,Sonoma Coast,Sonoma,Pinot Noir,MacPhail
1144,US,"Medium bodied and restrained on the palate, this wine offers a mix of caramelized lemon and Gravenstein apple. It ends lengthy with tastes of ginger and lemongrass that leave a refreshing finish.",Gavin Vineyard,90,24.0,California,Carneros,Napa-Sonoma,Chardonnay,Mahoney
1145,US,"From vineyards in both Alexander Valley and Bennett Valley, the grapes were fermented in French oak for eight months, a minority of it new. This is a medium-bodied, integrated wine rich in caramel apple and fresh-squeezed tangerine. Brisk and in balance, it finishes with a note of toasted almond.",,90,26.0,California,Sonoma County,Sonoma,Chardonnay,Matanzas Creek
1146,US,"Vanillla, baking spice and dried herb aromas are at the forefront. The dark-fruit flavors are dense, supported by lively acids and firm but well integrated tannins. It's a delicious example of the variety.",,90,46.0,Washington,Columbia Valley (WA),Columbia Valley,Petit Verdot,Merry Cellars
1147,US,"This wine has hints of cedar and coriander, a luxurious, velvety and appropriately tannic texture, and flavors that are ripe and delicious. Its personality seems confident, well balanced and well behaved, but strong and focused.","Estate Grown, Produced and Bottled",90,24.0,California,Sierra Foothills,Sierra Foothills,Malbec,Naggiar
1148,Italy,"Aromas of charred earth, toast, ground pepper, mature black-skinned fruit and espresso lead the nose. The big, ripe palate presents licorice, fleshy black cherry, clove and tobacco alongside a tannic backbone.",Riserva,90,85.0,Tuscany,Brunello di Montalcino,,Sangiovese,Poggio Nardone
1149,Moldova,"The blend of 50% Cabernet Sauvignon, 35% Merlot and 15% Malbec has well-balanced tannins and scents of black raspberry, vanilla and caramel. Sweet vanilla, cherry pie and blueberries are the predominant tastes.",Rosu de Purcari,90,32.0,Moldova,,,Bordeaux-style Red Blend,Purcari
1150,US,"This blend of 32% Alvarelhão, 31% Souzão, 24% Touriga and 13% Tinta Cão shows baked black cherries, licorice, gingerbread, iron and smashed asphalt on the nose. The palate is soft and rich, with jammy cherry, blueberry and blackberry flavors eloquently spiced by clove, framed by silky tannins and cut with a welcome acidity.",Vintage,90,36.0,California,Paso Robles,Central Coast,Port,Robert Hall
1151,US,"The first of the vintage to be tasted from the region, this bottling is a promising sign. Fresh-cut green apples, Anjou pear skins, honeydew, bubblegum, wet stone and whiffs of cut grass show on the nose. There's lots of verve to the palate, with white pepper, apple skin and slight jalapeño flavors. It's perfect for shellfish and salads.",,90,16.0,California,Paso Robles,Central Coast,Sauvignon Blanc,Robert Hall
1152,France,"A ripe and rich wine, this is full of jammy red fruits. The structure is well integrated into the fruits, giving a smooth, ripe wine that's developing attractively. With a juicy, fresh aftertaste, it is ready to drink, although it will be better from 2017.",,90,35.0,Loire Valley,Sancerre,,Pinot Noir,Roger et Didier Raimbault
1153,Italy,"Aromas of menthol, toast, espresso and mature black-skinned fruit come together on this accessible, full-bodied red. The ripe, chewy palate offers cherries marinated in spirits, blackberry jam, vanilla and a confectionary note alongside velvety tannins. You'll also note the warmth of alcohol on the midpalate.",,90,80.0,Tuscany,Brunello di Montalcino,,Sangiovese,San Polo
1154,US,"Intensely tropical aromas extend into the palate of this exuberantly ripe, fruity off-dry Riesling. Hibiscus-nectar sweetness intensifies luscious white peach and melon flavors, but is offset squarely by a dazzling streak of lemony acidity. It's juicy and satisfying through a long finish.",Second Spoke Patrician Verona Vineyard,90,20.0,New York,Finger Lakes,Finger Lakes,Riesling,Single Wheel
1155,US,Abundant dried and fresh herb aromas are followed by notes of black currant and blackberry. The palate brings full-feeling black-fruit flavors that provide instant appeal. It's a crowd pleaser.,,90,15.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Substance
1156,India,"Dark violet-red in color, this wine has a bouquet of blueberry, brambles and flint. It is soft on entry, with a web of tannins that spreads across the palate. Flavors of cherry preserves, bacon and juniper berry are at play in the mouth, and bright fruit notes and tactile tannins come in waves through the lingering finish.",Estate Bottled,90,13.0,Nashik,,,Shiraz,Sula
1157,US,"This blend of 71% Syrah, 16% Grenache, 8% Zinfandel, 3% Petite Sirah and 2% Mourvèdre stands up to Paso blends three times its price. Broad aromas of plum, olallieberry and dried cherry mix with vanilla, dill and herbes de Provence on the nose. The creamy palate conveys boysenberry and blackberry seasoned by lavender and white pepper.",9,90,20.0,California,Central Coast,Central Coast,Red Blend,Troublemaker by Austin Hope
1158,US,"A soft, chewy and smoky vineyard-designate, this wine is defined by a depth and breadth of sizable tannin, black plum and chocolate, celebrating ripeness and voluptuous in a glass.",Morisoli Vineyard,90,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,V. Sattui
1159,US,"An expansive, full-bodied and generously rich wine, this features present but integrated oak. Aromas of orange blossom and jasmine rise slowly out of the glass to lighten the experience, polished in bites of green apple and pineapple.",Unfiltered,90,55.0,California,Napa Valley,Napa,Chardonnay,William Hill Estate
1160,Italy,"Wild cherry, rose, spice and chopped sage aromas come together on this round, savory wine. The juicy palate offers fleshy black cherry, raspberry, star anise and a coffee note set in a framework of polished tannins. Drink through 2018.",Riserva,90,22.0,Tuscany,Chianti Classico,,Sangiovese,Luiano
1161,Italy,"A blend of 85% Sangiovese, 10% Colorino and 5% Canaiolo, this offers pretty aromas of pressed rose, violet, berry, menthol and a whiff of ground cooking spice. The linear palate offers mature black cherry, orange zest, clove, white pepper, licorice and a hint of pipe tobacco alongside firm, fine-grained tannins.",,90,20.0,Tuscany,Chianti Classico,,Red Blend,Villa Mangiacane
